item_code,channel,target_ym,forecast_run_ym,model_name,p50,lower_bound,upper_bound
K240B,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,1,1,2
K240B,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,126,76,189
K250A,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,97,58,146
K250B,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,63,38,95
K310,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,425,255,638
K310,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,509,305,764
K311,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,36,22,54
K311,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,32,19,48
K312,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,18,11,27
K312,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,10,6,15
K350B,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,6,4,9
K350D,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,9,5,14
K350E,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,14,8,21
K350F,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,6,4,9
T120,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,1181,709,1772
T120,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,0,0,0
T121,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,654,392,981
T121,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,0,0,0
T122,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,106,64,159
T122,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,160,96,240
T240,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,521,313,782
T240,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,0,0,0
T241,DOM,2024-08-31,2024-07-31,baseline_seasonal_naive,3,2,5
T241,EXP,2024-08-31,2024-07-31,baseline_seasonal_naive,5,3,8
K210,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,24,14,36
K210,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,5,3,8
K210A,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,4,2,6
K210B,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,2,1,3
K210C,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,16,10,24
K210C,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,26,16,39
K240,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,2,1,3
K240B,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,47,28,71
K250A,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,264,158,396
K250B,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,39,23,59
K310,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,1482,889,2223
K310,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K311,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,15,9,23
K311,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,88,53,132
K312,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,31,19,47
K312,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,6,4,9
K350B,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,4,2,6
K350C,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,12,7,18
K350D,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,14,8,21
K350E,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,11,7,17
K350F,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,2,1,3
T120,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,594,356,891
T120,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
T121,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,345,207,518
T121,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,333,200,500
T122,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,236,142,354
T122,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
T240,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,744,446,1116
T240,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,0,0,0
T241,DOM,2024-09-30,2024-08-31,baseline_seasonal_naive,2,1,3
T241,EXP,2024-09-30,2024-08-31,baseline_seasonal_naive,2,1,3
K210,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,18,11,27
K210,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,18,11,27
K210A,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,6,4,9
K210A,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,43,26,65
K210B,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,28,17,42
K210C,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,15,9,23
K210C,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,26,16,39
K210D,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K240,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,2,1,3
K240,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,2,1,3
K240B,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,398,239,597
K250A,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K250B,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,100,60,150
K310,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,848,509,1272
K310,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K311,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,40,24,60
K311,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,36,22,54
K312,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,9,5,14
K312,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K350A,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,8,5,12
K350B,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,1,1,2
K350C,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,15,9,23
K350D,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,8,5,12
K350E,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,35,21,53
K350F,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,5,3,8
T120,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,815,489,1223
T120,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
T121,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,259,155,389
T121,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,249,149,374
T122,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,400,240,600
T122,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,601,361,902
T240,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,193,116,290
T240,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,215,129,323
T241,DOM,2024-10-31,2024-09-30,baseline_seasonal_naive,10,6,15
T241,EXP,2024-10-31,2024-09-30,baseline_seasonal_naive,0,0,0
K210,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,18,11,27
K210,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,19,11,29
K210A,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,2,1,3
K210A,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,35,21,53
K210B,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,23,14,35
K210C,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,1,1,2
K210C,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K240,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,23,14,35
K240,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,215,129,323
K250A,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,20,12,30
K310,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,1248,749,1872
K310,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K311,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,84,50,126
K311,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
K312,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,9,5,14
K312,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,5,3,8
K350A,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,8,5,12
K350B,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,7,4,11
K350D,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,23,14,35
K350E,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,20,12,30
K350F,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,3,2,5
T120,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,538,323,807
T120,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,694,416,1041
T121,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,906,544,1359
T121,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,0,0,0
T122,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,110,66,165
T122,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,165,99,248
T240,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,187,112,281
T240,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,209,125,314
T241,DOM,2024-11-30,2024-10-31,baseline_seasonal_naive,2,1,3
T241,EXP,2024-11-30,2024-10-31,baseline_seasonal_naive,3,2,5
K210,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,38,23,57
K210,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K210A,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,3,2,5
K210A,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,118,71,177
K210B,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,161,97,242
K210C,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K210D,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,1,1,2
K210D,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K240,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,3,2,5
K240,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,5,3,8
K240B,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,116,70,174
K250A,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,90,54,135
K250B,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,52,31,78
K310,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,1035,621,1553
K310,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,1243,746,1865
K311,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,42,25,63
K311,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,37,22,56
K312,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,12,7,18
K312,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,6,4,9
K350A,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,7,4,11
K350B,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,2,1,3
K350C,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,6,4,9
K350D,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,41,25,62
K350E,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,10,6,15
K350F,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,4,2,6
T120,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,256,154,384
T120,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,1453,872,2180
T121,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,639,383,959
T121,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
T122,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,744,446,1116
T122,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,0,0,0
T240,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,117,70,176
T240,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,130,78,195
T241,DOM,2024-12-31,2024-11-30,baseline_seasonal_naive,11,7,17
T241,EXP,2024-12-31,2024-11-30,baseline_seasonal_naive,17,10,26
K210,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,20,12,30
K210,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,55,33,83
K210B,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,4,2,6
K210C,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,7,4,11
K210D,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K240,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,11,7,17
K240,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,131,79,197
K250A,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,101,61,152
K250B,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,67,40,101
K310,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,262,157,393
K310,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,315,189,473
K311,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,59,35,89
K311,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,52,31,78
K312,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,22,13,33
K312,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,5,3,8
K350B,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,10,6,15
K350D,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,4,2,6
K350E,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,15,9,23
K350F,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,3,2,5
T120,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,1459,875,2189
T120,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
T121,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,413,248,620
T121,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,399,239,599
T122,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,209,125,314
T122,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
T240,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,726,436,1089
T240,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,0,0,0
T241,DOM,2025-01-31,2024-12-31,baseline_seasonal_naive,19,11,29
T241,EXP,2025-01-31,2024-12-31,baseline_seasonal_naive,30,18,45
K210,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,44,26,66
K210,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,71,43,107
K210B,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,2,1,3
K210C,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,4,2,6
K210D,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K240,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K240,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,4,2,6
K240B,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,3,2,5
K250A,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,156,94,234
K250A,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,121,73,182
K250B,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,62,37,93
K310,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,525,315,788
K310,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,629,377,944
K311,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,12,7,18
K311,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,70,42,105
K312,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,29,17,44
K312,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,3,2,5
K350C,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,8,5,12
K350D,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,32,19,48
K350E,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,10,6,15
K350F,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,11,7,17
T120,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,1286,772,1929
T120,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
T121,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,642,385,963
T121,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
T122,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,82,49,123
T122,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,123,74,185
T240,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,320,192,480
T240,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,357,214,536
T241,DOM,2025-02-28,2025-01-31,baseline_seasonal_naive,0,0,0
T241,EXP,2025-02-28,2025-01-31,baseline_seasonal_naive,2,1,3
K210,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,11,7,17
K210,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,11,7,17
K210A,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K210A,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,1,1,2
K210B,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,22,13,33
K210B,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,14,8,21
K210C,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,49,29,74
K210C,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K210D,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K210D,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K240,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K240,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K240B,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,1,1,2
K240B,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,1,1,2
K250A,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,213,128,320
K250A,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K250B,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,47,28,71
K310,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,118,71,177
K310,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,667,400,1001
K311,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,100,60,150
K311,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K312,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,11,7,17
K312,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,5,3,8
K350A,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,9,5,14
K350B,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,2,1,3
K350C,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,16,10,24
K350D,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,9,5,14
K350E,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,20,12,30
K350F,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,2,1,3
T120,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,645,387,968
T120,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
T121,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,845,507,1268
T121,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
T122,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,106,64,159
T122,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,159,95,239
T240,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,957,574,1436
T240,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
T241,DOM,2025-03-31,2025-02-28,baseline_seasonal_naive,11,7,17
T241,EXP,2025-03-31,2025-02-28,baseline_seasonal_naive,0,0,0
K210,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,23,14,35
K210,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,1,1,2
K210A,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,42,25,63
K210B,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,52,31,78
K210C,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K240,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,22,13,33
K240,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,31,19,47
K240B,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,4,2,6
K240B,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,36,22,54
K250A,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,203,122,305
K250B,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,118,71,177
K310,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,710,426,1065
K310,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
K311,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,62,37,93
K311,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,56,34,84
K312,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,8,5,12
K312,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,4,2,6
K350A,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,10,6,15
K350B,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,6,4,9
K350C,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,15,9,23
K350D,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,8,5,12
K350E,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,9,5,14
K350F,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,4,2,6
T120,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,1097,658,1646
T120,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
T121,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,764,458,1146
T121,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
T122,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,175,105,263
T122,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,0,0,0
T240,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,520,312,780
T240,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,579,347,869
T241,DOM,2025-04-30,2025-03-31,baseline_seasonal_naive,5,3,8
T241,EXP,2025-04-30,2025-03-31,baseline_seasonal_naive,9,5,14
K210,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,27,16,41
K210,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
K210A,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,1,1,2
K210A,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,2,1,3
K210B,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,6,4,9
K210B,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,33,20,50
K210C,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,8,5,12
K210C,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,13,8,20
K210D,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
K240,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
K240,EXP,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
K240B,DOM,2025-05-31,2025-04-30,baseline_seasonal_naive,0,0,0
